,C1,C2,EGW,EOS,JADM,Lambda,M1,M2,MADM,Mb,Mb1,Mb2,Mbi_Mb,Mdisk3D,Mdisk3Dmax,Mej_tot-bern_geoend,Mej_tot-geo,Mg1,Mg2,Mwinddot,R1,R2,T_ave-disk,Ye_ave-bern_geoend,Ye_ave-disk,Ye_ave-geo,comment,err-Mbi_Mb,err-Mdisk3D,err-Mdisk3Dmax,err-Mej_tot-bern_geoend,err-Mej_tot-geo,err-Mwinddot,err-T_ave-disk,err-Ye_ave-bern_geoend,err-Ye_ave-disk,err-Ye_ave-geo,err-s_ave-disk,err-theta_rms-bern_geoend,err-theta_rms-disk,err-theta_rms-geo,err-vel_inf_ave-bern_geoend,err-vel_inf_ave-geo,group,k21,k22,k2T,lam21,lam22,outcome,q,resolution,s_ave-disk,tcoll_gw,tdisk3D,tend,tend_wind,theta_rms-bern_geoend,theta_rms-disk,theta_rms-geo,vel_inf_ave-bern_geoend,vel_inf_ave-geo,viscosity
SFHo_M13641364_M0,0.16912996456137044,0.16912996456137044,0.06309893630459999,SFHo,7.404910000000001,413.1263719612063,1.364,1.364,2.70328,3.0062,1.5031,1.5031,"[1.000261163514531, 1.0002592730032205, 0.8520818706871371]",0.01855073331103927,,0.0,0.0028436908739090483,1.3118100000000001,1.3118100000000001,0.0852645629548033,8.064803912999459,8.064803912999459,3.461479478022869,,0.239473317295399,0.22959634523294367,,0.08555080886383933,0.0072167353201409695,,0.0,0.0007489819539242301,0.1031095957372559,0.12684767015823747,,0.0343130940275864,0.0070047880527053475,1.2808428571764339,,4.898337968588428,1.7950629586551288,,0.013435451852521468,SFHo_M13641364_M0,0.08282282285778761,0.08282282285778761,77.45511315301928,413.1263719612063,413.1263719612063,"['BH', 'BH', 'BH']",1.0,HR SR LR,12.808428571764338,"[0.0037830105375537674, 0.004149489683379293, inf]",0.0071706153275642726,"[0.009042417416458065, 0.007678957368548059, 0.0031551072673900137]",,,23.681492404811284,31.663425535544334,,0.21095387783719124,
SFHo_M14521283_M0_LK_p2019,0.18074196972173837,0.15873081233969727,0.0656490250144,SFHo,7.399830000000001,477.2190381255755,1.452,1.2830000000000001,2.71006,3.0164,1.6124,1.4040000000000001,"[1.0002659643138967, 1.0002670074595714]",,,0.0023829611300522956,0.004356937630759873,1.2329700000000001,1.39685,0.23136231057321283,8.033551931714749,8.082866716855657,,0.24367891352159737,,0.17720260198960025,pz2019,7.376153803658735e-07,,,0.001157602963759314,0.0011705004013389225,0.06993200952682792,,0.024637306460772678,,0.006988211839908733,,9.270777487808447,,0.7779187952943057,0.0012703545994734995,0.007229710853995399,SFHo_M14521283_M0_LK_p2019,0.0766878102618873,0.08840903686070288,88.97601921386621,274.4203390972505,606.02252373813,"['NS', 'BH']",1.1317225253312546,HR SR,,"[inf, 0.006348364558332419]",,"[0.014337254342971232, 0.014187510175859725]",0.014175688267929873,34.85092892988929,,33.203318872978876,0.1706572975725119,0.2251155927564497,LK
SFHo_M14521283_M0,0.18074196972173837,0.15873081233969727,0.0632778331629,SFHo,7.399830000000001,477.2190381255755,1.452,1.2830000000000001,2.71006,3.0164,1.6124,1.4040000000000001,"[1.0002659738552897, 1.000270434639891, 1.0002670074595714]",0.04587369962309037,0.10420205272923878,0.002350584262764677,0.004198903637485678,1.2329700000000001,1.39685,0.31509162344691866,8.033551931714749,8.082866716855657,3.968570619383326,0.21346199408445865,0.1667150035728968,0.17175188166409072,,2.33496973615728e-06,0.040853250994984165,0.05168992203330404,0.0005504950908006391,0.0002915607134693698,0.10042300156305291,2.10979242668601,0.040191023257748176,0.07686253768871751,0.026347258309474323,0.9584591453738202,3.415779632555771,18.248898011683693,4.385780368610055,0.016399760050297394,0.011331405789839082,SFHo_M14521283_M0,0.0766878102618873,0.08840903686070288,88.97601921386621,274.4203390972505,606.02252373813,"['BH', 'BH', 'BH']",1.1317225253312546,HR LR SR,10.439926209031535,"[0.003948517248571745, 0.005516890367265916, 0.011550004047468851]",0.015070212634622271,"[0.015164787898061112, 0.01652824794597112, 0.01929457440155731]",0.015164788860130445,34.7232062498044,31.06004192477347,29.630735477384913,0.15641602167961027,0.22221711362485977,
SFHo_M16351146_M0_LK_p2019,0.20571596440395684,0.14129929023833768,0.027742427768200004,SFHo,7.401910000000001,1016.161511048884,1.635,1.146,2.7554,3.08,1.844,1.236,[1.000301754994078],0.1337272206114398,0.20111130866118604,0.001836668582902148,0.003782660851939394,1.0996700000000001,1.57645,0.24355687448441418,7.947851809835288,8.11044413646364,6.131084933444202,0.1923938359812752,0.051923844018760955,0.1449077361668615,pz2019,0.2000603509988156,0.0673636103057199,0.04022226173223721,0.000968334291451074,0.0007565321703878788,0.04871137489688284,0.6131084933444203,0.01,0.01,0.028981547233372304,,2.0,5.023465513941028,5.840616769020194,0.02,0.04073930599955235,SFHo_M16351146_M0_LK_p2019,0.06287488461024797,0.09673718722927063,184.70645546264493,118.39555716736044,1204.0663714174648,['BH'],1.4267015706806283,LR,,[0.004839100979287529],0.018858532037941772,[0.019615134145452524],0.01961513510752186,39.1220976826168,50.23465513941028,29.20308384510097,0.1438230714720141,0.20369652999776172,LK
SFHo_M11461635_M0_LK,0.1441899053253422,0.20159191931909437,0.0442768373408,SFHo,7.401910000000001,1016.161511048884,1.146,1.635,2.7554,3.08,1.844,1.236,[1.0825773219619277],0.23633409244939685,0.24066944560036066,0.0058241224265685905,0.0023532264454817447,1.0996700000000001,1.57645,0.4343560963226681,7.947851809835288,8.11044413646364,5.222192569794417,0.31142242593839087,0.13105887189554416,0.18882135858981053,,0.21651546439238556,0.11866704622469842,0.04813388912007213,0.0029620612132842954,0.00047064528909634897,0.08687121926453362,0.5222192569794417,0.01,0.01,0.03776427171796211,0.7237780560809572,2.0,1.8701443214267657,6.572143659047812,0.02,0.02802827889702559,SFHo_M11461635_M0_LK,0.06287488461024797,0.09673718722927063,184.70645546264493,118.39555716736044,1204.0663714174648,['NS'],1.4267015706806285,SR,7.237780560809572,[inf],0.05078950535647509,[0.04653361850173355],0.04653361850173355,22.665565874692636,18.701443214267655,32.86071829523906,0.16850215088427964,0.14014139448512794,LK
SFHo_M10651772_M0_LK,0.1358180616280543,0.21819868609204093,0.0160386483634,SFHo,7.409439999999999,1775.4198207293066,1.065,1.7719999999999998,2.8114,3.167,2.026,1.141,"[0.9998900582715337, 0.9938913493649308]",0.17728817277372427,0.1929593253759673,0.003392669845393329,0.0014516550845977043,1.02177,1.71042,0.5085882029248713,7.841372400944469,8.121038818962145,3.5169613024870463,0.051889147467179146,0.06109840762939421,0.06963863979497938,,0.004241727746222989,0.15263118299293732,0.07024105850309227,0.0021167050234303067,1.4702593289218468e-05,0.2930355615917947,3.3843460253115456,0.007567917752150342,0.019681118290228995,0.00134858734850559,0.46660982874281276,8.766863205774714,11.223753650615503,1.1356827390794377,0.0009196773851648395,0.008903419301167434,SFHo_M10651772_M0_LK,0.051971477406546784,0.10085739072780976,316.64179825519307,61.11745008768257,1824.618948547672,"['PC', 'PC']",1.663849765258216,LR SR,3.7317090889005957,"[0.001292528600330873, 0.0012767660564243985]",0.007802829897315951,"[0.011207539381114344, 0.016795361195959386]",0.011207539862149007,27.58806784957195,12.145761801403745,10.392382803313337,0.14006527968522192,0.11964022088274723,LK
SLy4_M13641364_M0_LK,0.17108808555036992,0.17108808555036992,0.0500631206396,SLy4,7.39963,401.94021372120875,1.364,1.364,2.70364,3.0032,1.5016,1.5016,"[0.9926099030710241, 0.9926153116936818]",,,0.0002645190152715708,0.0008685654265558076,1.31145,1.31145,0.040651526938520574,7.972501390802143,7.972501390802143,,0.20848832193554623,,0.22511502027028668,,3.824473758090935e-06,,,4.669369575867771e-05,0.0002119721811895968,0.0023374582480587365,,0.07338663656148657,,0.02136468107011109,,9.525129540991779,,2.8138837092622455,0.006251940586144047,0.0217687474725248,SLy4_M13641364_M0_LK,0.08143050929976285,0.08143050929976285,75.35772005245528,401.94021372120875,401.94021372120875,"['BH', 'BH']",1.0,LR SR,,"[0.0028372579031653265, 0.002825435995235472]",,"[0.010484690183900434, 0.013128856924211459]",0.010484689702865774,101.3971251493679,,30.81465906347617,0.17553944758616993,0.26718636953449826,LK
SLy4_M13641364_M0,0.17108808555036992,0.17108808555036992,0.0787696796442,SLy4,7.39963,401.94021372120875,1.364,1.364,2.70364,3.0032,1.5016,1.5016,"[1.0004896048411995, 1.000484227006862]",0.07104225924841658,0.09985348388188328,0.0008079081464755653,0.0035675292144144648,1.31145,1.31145,0.2915084971360905,7.972501390802143,7.972501390802143,6.519556362672301,0.289566337629068,0.21905691471647554,0.22772211097831646,,3.802703128234354e-06,0.17537923851617018,0.04852221635683309,0.0021861177634662594,0.0013099478955451542,0.4083309688755527,3.162971681633129,0.01,0.08626137067863827,0.037277420691783476,43.30031515527676,2.0,1.7585719356860334,0.026811437009894506,0.02,0.06414391159560358,SLy4_M13641364_M0,0.08143050929976285,0.08143050929976285,75.35772005245528,401.94021372120875,401.94021372120875,"['BH', 'BH']",1.0,SR LR,24.003669746073825,"[0.013819810370001113, 0.0026796324641005873]",0.01254958343564854,"[0.02200710977953296, 0.012659921242993855]",0.02199528883367243,22.115738683444327,22.547954378691077,35.67413988220015,0.1967217931520897,0.26201787987116654,
SLy4_M14521283_M0,0.18285030227382915,0.1603820909381382,0.0670767351904,SLy4,7.3966,466.7401093844592,1.452,1.2830000000000001,2.7095599999999997,3.0123,1.6105,1.4018,"[1.0003761035035383, 1.0003762554397413]",0.16385814154569675,0.17750176423470732,0.001104541683474721,0.005910771338011966,1.23281,1.39654,0.5190470089168313,7.940922065447527,7.999646297758224,7.155748124038466,0.24304400340294585,0.17460619981249403,0.16344645226598775,,1.0743511941529645e-07,0.022751440338010406,0.012594212075589722,0.003124115657952721,0.0007447990536656266,0.009450865255243999,1.5442992472316324,0.07022153917720683,0.01698053199784832,0.0006249983126546878,0.773028915945058,135.61340863383566,2.364390659118753,1.967541741001874,0.01629596751105284,0.00820623444474971,SLy4_M14521283_M0,0.0749431118803709,0.08695861551358186,87.01567377749048,265.5203633234335,594.7041717723921,"['NS', 'BH']",1.1317225253312546,LR SR,8.27977995173804,"[inf, 0.012992276814911224]",0.007953424060849243,"[0.008394775290230517, 0.020287614667665176]",0.008394775771265184,84.36359287479262,21.716588831626225,29.674988435932978,0.19070462647513642,0.2408399073803606,
SLy4_M11461635_M0_LK,0.14625973479362414,0.20354269730088884,0.0568691185842,SLy4,7.40607,986.326627540242,1.146,1.635,2.7563,3.085,1.847,1.238,[1.104812986941459],0.18873168854042888,0.19972156232688576,0.005267095922237372,0.0019663856171666296,1.10009,1.57579,0.37686489224088676,7.835375892189551,8.032712652830018,4.977211351732764,0.2887744527690151,0.1300579543553958,0.20938497173423898,,0.2209625973882918,0.09486584427021444,0.039944312465377156,0.002683547961118686,0.00039327712343332593,0.07537297844817736,0.49772113517327643,0.01,0.01,0.0418769943468478,0.7416216362067399,2.0,1.8282596523955705,6.805860072881086,0.02,0.030668183786194837,SLy4_M11461635_M0_LK,0.060861070306013836,0.095358672175836,179.27966541875492,110.70263078906271,1171.099243869159,['NS'],1.4267015706806285,SR,7.416216362067399,[inf],0.045162277181868674,[0.04031529493062956],0.04031529300649089,23.52271000559089,18.282596523955704,34.02930036440543,0.184418937604172,0.15334091893097418,LK
SLy4_M10651772_M0_LK,0.13801654375512157,0.22006548632585024,0.0171724731204,SLy4,7.41673,1730.180138687447,1.065,1.7719999999999998,2.8123,3.173,2.03,1.143,[1.0007721686437174],0.137975506135664,0.137975506135664,0.0030385606213347185,0.0028318813232139565,1.02241,1.7096900000000002,0.5310150961318005,7.716466236754893,8.052148610783089,1.146178480331717,0.045486396564028315,0.04936578096057141,0.049073800459924634,,0.2001544337287435,0.069487753067832,0.027595101227132803,0.0015692803106673592,0.0005663762646427914,0.10620301922636011,0.11461784803317171,0.01,0.01,0.009814760091984927,0.1600840852768748,2.0,0.6075929955447423,1.6869994291904975,0.02,0.024859714330007762,SLy4_M10651772_M0_LK,0.04985105273275617,0.09928833860595286,308.6663666759644,56.092119336907224,1780.6421812803187,['PC'],1.663849765258216,SR,1.6008408527687479,[0.0012413003326348301],0.0038629943623801916,[0.007188090684963462],0.007188090925480797,28.778596898929322,6.075929955447423,8.434997145952487,0.17449451470823935,0.1242985716500388,LK
